,State,Year,Gender,Education,Total,Population
2172,Haryana,2008,Male,Graduate And Above,41,164711.0
2173,Haryana,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),214,327526.0
2174,Haryana,2008,Male,Matriculate/Secondary (Upto Class-10),563,455564.0
2175,Haryana,2008,Male,Middle (Upto Class-8),361,494169.0
2176,Haryana,2008,Male,No Education,364,351349.0
2177,Haryana,2008,Male,Primary (Upto Class-5),361,1933938.0
2178,Haryana,2009,Female,Diploma/Certificate,12,1945.0
2179,Haryana,2009,Female,Graduate And Above,15,134811.0
2180,Haryana,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),53,242394.0
2181,Haryana,2009,Female,Matriculate/Secondary (Upto Class-10),151,330188.0
2182,Haryana,2009,Female,Middle (Upto Class-8),123,384146.0
2183,Haryana,2009,Female,No Education,142,308081.0
2184,Haryana,2009,Female,Primary (Upto Class-5),184,1501501.0
2185,Haryana,2009,Male,Diploma/Certificate,35,4647.0
2186,Haryana,2009,Male,Graduate And Above,47,180531.0
2187,Haryana,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),151,348398.0
2188,Haryana,2009,Male,Matriculate/Secondary (Upto Class-10),348,476112.0
2189,Haryana,2009,Male,Middle (Upto Class-8),345,507191.0
2190,Haryana,2009,Male,No Education,452,364384.0
2191,Haryana,2009,Male,Primary (Upto Class-5),416,1936006.0
2192,Haryana,2010,Female,Diploma/Certificate,8,2093.0
2193,Haryana,2010,Female,Graduate And Above,21,147796.0
2194,Haryana,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),81,258994.0
2195,Haryana,2010,Female,Matriculate/Secondary (Upto Class-10),137,348225.0
2196,Haryana,2010,Female,Middle (Upto Class-8),141,397931.0
2197,Haryana,2010,Female,No Education,143,319859.0
2198,Haryana,2010,Female,Primary (Upto Class-5),134,1505270.0
2199,Haryana,2010,Male,Diploma/Certificate,48,5123.0
2200,Haryana,2010,Male,Graduate And Above,61,196351.0
2201,Haryana,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),240,369270.0
2202,Haryana,2010,Male,Matriculate/Secondary (Upto Class-10),415,496660.0
2203,Haryana,2010,Male,Middle (Upto Class-8),409,520213.0
2204,Haryana,2010,Male,No Education,297,377419.0
2205,Haryana,2010,Male,Primary (Upto Class-5),384,1938074.0
2206,Haryana,2011,Female,Diploma/Certificate,12,2233.0
2207,Haryana,2011,Female,Graduate And Above,23,160774.0
2208,Haryana,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),109,275593.0
2209,Haryana,2011,Female,Matriculate/Secondary (Upto Class-10),194,366254.0
2210,Haryana,2011,Female,Middle (Upto Class-8),148,411715.0
2211,Haryana,2011,Female,No Education,155,331629.0
2212,Haryana,2011,Female,Primary (Upto Class-5),140,1509033.0
2213,Haryana,2011,Male,Diploma/Certificate,43,5596.0
2214,Haryana,2011,Male,Graduate And Above,54,212169.0
2215,Haryana,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),248,390142.0
2216,Haryana,2011,Male,Matriculate/Secondary (Upto Class-10),660,517200.0
2217,Haryana,2011,Male,Middle (Upto Class-8),392,533233.0
2218,Haryana,2011,Male,No Education,575,390445.0
2219,Haryana,2011,Male,Primary (Upto Class-5),487,1940134.0
2220,Haryana,2012,Female,Diploma/Certificate,20,2381.0
2221,Haryana,2012,Female,Graduate And Above,13,173759.0
2222,Haryana,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),68,292193.0
2223,Haryana,2012,Female,Matriculate/Secondary (Upto Class-10),204,384291.0
2224,Haryana,2012,Female,Middle (Upto Class-8),173,425500.0
2225,Haryana,2012,Female,No Education,120,343407.0
2226,Haryana,2012,Female,Primary (Upto Class-5),157,1512802.0
2227,Haryana,2012,Male,Diploma/Certificate,92,6072.0
2228,Haryana,2012,Male,Graduate And Above,74,227989.0
2229,Haryana,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),270,411014.0
2230,Haryana,2012,Male,Matriculate/Secondary (Upto Class-10),570,537748.0
2231,Haryana,2012,Male,Middle (Upto Class-8),378,546255.0
2232,Haryana,2012,Male,No Education,351,403480.0
2233,Haryana,2012,Male,Primary (Upto Class-5),301,1942202.0
2234,Haryana,2013,Female,Diploma/Certificate,17,2529.0
2235,Haryana,2013,Female,Graduate And Above,15,186744.0
2236,Haryana,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),85,308793.0
2237,Haryana,2013,Female,Matriculate/Secondary (Upto Class-10),186,402328.0
2238,Haryana,2013,Female,Middle (Upto Class-8),175,439285.0
2239,Haryana,2013,Female,No Education,153,355185.0
2240,Haryana,2013,Female,Primary (Upto Class-5),180,1516571.0
2241,Haryana,2013,Male,Diploma/Certificate,79,6548.0
2242,Haryana,2013,Male,Graduate And Above,67,243809.0
2243,Haryana,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),259,431886.0
2244,Haryana,2013,Male,Matriculate/Secondary (Upto Class-10),660,558296.0
2245,Haryana,2013,Male,Middle (Upto Class-8),559,559277.0
2246,Haryana,2013,Male,No Education,437,416515.0
2247,Haryana,2013,Male,Primary (Upto Class-5),421,1944270.0
2248,Haryana,2014,Female,Diploma/Certificate,13,2677.0
2249,Haryana,2014,Female,Graduate And Above,9,199729.0
2250,Haryana,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),79,325393.0
2251,Haryana,2014,Female,Matriculate/Secondary (Upto Class-10),170,420365.0
2252,Haryana,2014,Female,Middle (Upto Class-8),104,453070.0
2253,Haryana,2014,Female,No Education,98,366963.0
2254,Haryana,2014,Female,Primary (Upto Class-5),72,1520340.0
2255,Haryana,2014,Female,Professionals (Mba; Etc.),1,25019.0
2256,Haryana,2014,Female,Status Not Known,135,20473.0
2257,Haryana,2014,Male,Diploma/Certificate,49,7024.0
2258,Haryana,2014,Male,Graduate And Above,33,259629.0
2259,Haryana,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),324,452758.0
2260,Haryana,2014,Male,Matriculate/Secondary (Upto Class-10),572,578844.0
2261,Haryana,2014,Male,Middle (Upto Class-8),424,572299.0
2262,Haryana,2014,Male,No Education,342,429550.0
2263,Haryana,2014,Male,Primary (Upto Class-5),301,1946338.0
2264,Haryana,2014,Male,Professionals (Mba; Etc.),7,69955.0
2265,Haryana,2014,Male,Status Not Known,470,30014.0
2266,Himachal Pradesh,2001,Female,Graduate And Above,4,12343.0
2267,Himachal Pradesh,2001,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),5,47824.0
2268,Himachal Pradesh,2001,Female,Matriculate/Secondary (Upto Class-10),40,78308.0
2269,Himachal Pradesh,2001,Female,Middle (Upto Class-8),22,118315.0
2270,Himachal Pradesh,2001,Female,No Education,25,60293.0
2271,Himachal Pradesh,2001,Female,Primary (Upto Class-5),34,476521.0
2272,Himachal Pradesh,2001,Male,Diploma/Certificate,1,144.0
2273,Himachal Pradesh,2001,Male,Graduate And Above,3,18815.0
2274,Himachal Pradesh,2001,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),6,62139.0
2275,Himachal Pradesh,2001,Male,Matriculate/Secondary (Upto Class-10),60,99962.0
2276,Himachal Pradesh,2001,Male,Middle (Upto Class-8),38,136693.0
2277,Himachal Pradesh,2001,Male,No Education,27,65070.0
2278,Himachal Pradesh,2001,Male,Primary (Upto Class-5),39,525298.0
2279,Himachal Pradesh,2002,Female,Graduate And Above,2,14627.0
2280,Himachal Pradesh,2002,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),8,52130.0
2281,Himachal Pradesh,2002,Female,Matriculate/Secondary (Upto Class-10),33,82245.0
2282,Himachal Pradesh,2002,Female,Middle (Upto Class-8),34,120000.0
2283,Himachal Pradesh,2002,Female,No Education,20,61920.0
2284,Himachal Pradesh,2002,Female,Primary (Upto Class-5),28,467671.0
2285,Himachal Pradesh,2002,Male,Diploma/Certificate,1,176.0
2286,Himachal Pradesh,2002,Male,Graduate And Above,2,20290.0
2287,Himachal Pradesh,2002,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),25,65728.0
2288,Himachal Pradesh,2002,Male,Matriculate/Secondary (Upto Class-10),89,103593.0
2289,Himachal Pradesh,2002,Male,Middle (Upto Class-8),31,138310.0
2290,Himachal Pradesh,2002,Male,No Education,26,66805.0
2291,Himachal Pradesh,2002,Male,Primary (Upto Class-5),33,517231.0
2292,Himachal Pradesh,2003,Female,Diploma/Certificate,1,182.0
2293,Himachal Pradesh,2003,Female,Graduate And Above,3,16911.0
2294,Himachal Pradesh,2003,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),24,56436.0
2295,Himachal Pradesh,2003,Female,Matriculate/Secondary (Upto Class-10),39,86182.0
2296,Himachal Pradesh,2003,Female,Middle (Upto Class-8),34,121685.0
2297,Himachal Pradesh,2003,Female,No Education,16,63547.0
2298,Himachal Pradesh,2003,Female,Primary (Upto Class-5),28,458821.0
2299,Himachal Pradesh,2003,Male,Diploma/Certificate,4,208.0
2300,Himachal Pradesh,2003,Male,Graduate And Above,8,21765.0
2301,Himachal Pradesh,2003,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),35,69317.0
2302,Himachal Pradesh,2003,Male,Matriculate/Secondary (Upto Class-10),68,107224.0
2303,Himachal Pradesh,2003,Male,Middle (Upto Class-8),50,139927.0
2304,Himachal Pradesh,2003,Male,No Education,35,68540.0
2305,Himachal Pradesh,2003,Male,Primary (Upto Class-5),40,509164.0
2306,Himachal Pradesh,2004,Female,Graduate And Above,2,19195.0
2307,Himachal Pradesh,2004,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),7,60742.0
2308,Himachal Pradesh,2004,Female,Matriculate/Secondary (Upto Class-10),37,90119.0
2309,Himachal Pradesh,2004,Female,Middle (Upto Class-8),43,123370.0
2310,Himachal Pradesh,2004,Female,No Education,16,65174.0
2311,Himachal Pradesh,2004,Female,Primary (Upto Class-5),29,449971.0
2312,Himachal Pradesh,2004,Male,Diploma/Certificate,4,240.0
2313,Himachal Pradesh,2004,Male,Graduate And Above,5,23240.0
2314,Himachal Pradesh,2004,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),16,72906.0
2315,Himachal Pradesh,2004,Male,Matriculate/Secondary (Upto Class-10),85,110855.0
2316,Himachal Pradesh,2004,Male,Middle (Upto Class-8),64,141544.0
2317,Himachal Pradesh,2004,Male,No Education,16,70275.0
2318,Himachal Pradesh,2004,Male,Primary (Upto Class-5),43,501097.0
2319,Himachal Pradesh,2005,Female,Graduate And Above,5,21479.0
2320,Himachal Pradesh,2005,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),23,65048.0
2321,Himachal Pradesh,2005,Female,Matriculate/Secondary (Upto Class-10),43,94056.0
2322,Himachal Pradesh,2005,Female,Middle (Upto Class-8),37,125055.0
2323,Himachal Pradesh,2005,Female,No Education,16,66801.0
2324,Himachal Pradesh,2005,Female,Primary (Upto Class-5),20,441121.0
2325,Himachal Pradesh,2005,Male,Diploma/Certificate,3,272.0
2326,Himachal Pradesh,2005,Male,Graduate And Above,9,24715.0
2327,Himachal Pradesh,2005,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),26,76495.0
2328,Himachal Pradesh,2005,Male,Matriculate/Secondary (Upto Class-10),88,114486.0
2329,Himachal Pradesh,2005,Male,Middle (Upto Class-8),57,143161.0
2330,Himachal Pradesh,2005,Male,No Education,14,72010.0
2331,Himachal Pradesh,2005,Male,Primary (Upto Class-5),15,493030.0
2332,Himachal Pradesh,2006,Female,Diploma/Certificate,2,221.0
2333,Himachal Pradesh,2006,Female,Graduate And Above,4,23763.0
2334,Himachal Pradesh,2006,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),11,69354.0
2335,Himachal Pradesh,2006,Female,Matriculate/Secondary (Upto Class-10),48,97993.0
2336,Himachal Pradesh,2006,Female,Middle (Upto Class-8),35,126740.0
2337,Himachal Pradesh,2006,Female,No Education,20,68428.0
2338,Himachal Pradesh,2006,Female,Primary (Upto Class-5),34,432271.0
2339,Himachal Pradesh,2006,Male,Diploma/Certificate,3,304.0
2340,Himachal Pradesh,2006,Male,Graduate And Above,11,26190.0
2341,Himachal Pradesh,2006,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),43,80084.0
2342,Himachal Pradesh,2006,Male,Matriculate/Secondary (Upto Class-10),121,118117.0
2343,Himachal Pradesh,2006,Male,Middle (Upto Class-8),64,144778.0
2344,Himachal Pradesh,2006,Male,No Education,23,73745.0
2345,Himachal Pradesh,2006,Male,Primary (Upto Class-5),31,484963.0
2346,Himachal Pradesh,2007,Female,Diploma/Certificate,3,234.0
2347,Himachal Pradesh,2007,Female,Graduate And Above,4,26047.0
2348,Himachal Pradesh,2007,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),14,73660.0
2349,Himachal Pradesh,2007,Female,Matriculate/Secondary (Upto Class-10),54,101930.0
2350,Himachal Pradesh,2007,Female,Middle (Upto Class-8),32,128425.0
2351,Himachal Pradesh,2007,Female,No Education,10,70055.0
2352,Himachal Pradesh,2007,Female,Primary (Upto Class-5),27,423421.0
2353,Himachal Pradesh,2007,Male,Diploma/Certificate,5,336.0
2354,Himachal Pradesh,2007,Male,Graduate And Above,6,27665.0
2355,Himachal Pradesh,2007,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),22,83673.0
2356,Himachal Pradesh,2007,Male,Matriculate/Secondary (Upto Class-10),116,121748.0
2357,Himachal Pradesh,2007,Male,Middle (Upto Class-8),62,146395.0
2358,Himachal Pradesh,2007,Male,No Education,14,75480.0
2359,Himachal Pradesh,2007,Male,Primary (Upto Class-5),32,476896.0
2360,Himachal Pradesh,2008,Female,Graduate And Above,5,28331.0
2361,Himachal Pradesh,2008,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),39,77966.0
2362,Himachal Pradesh,2008,Female,Matriculate/Secondary (Upto Class-10),76,105867.0
2363,Himachal Pradesh,2008,Female,Middle (Upto Class-8),49,130110.0
2364,Himachal Pradesh,2008,Female,No Education,12,71682.0
2365,Himachal Pradesh,2008,Female,Primary (Upto Class-5),32,414571.0
2366,Himachal Pradesh,2008,Male,Diploma/Certificate,1,368.0
2367,Himachal Pradesh,2008,Male,Graduate And Above,11,29140.0
2368,Himachal Pradesh,2008,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),36,87262.0
2369,Himachal Pradesh,2008,Male,Matriculate/Secondary (Upto Class-10),184,125379.0
2370,Himachal Pradesh,2008,Male,Middle (Upto Class-8),96,148012.0
2371,Himachal Pradesh,2008,Male,No Education,29,77215.0
2372,Himachal Pradesh,2008,Male,Primary (Upto Class-5),59,468829.0
2373,Himachal Pradesh,2009,Female,Diploma/Certificate,1,260.0
2374,Himachal Pradesh,2009,Female,Graduate And Above,6,30615.0
2375,Himachal Pradesh,2009,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),28,82272.0
2376,Himachal Pradesh,2009,Female,Matriculate/Secondary (Upto Class-10),79,109804.0
2377,Himachal Pradesh,2009,Female,Middle (Upto Class-8),29,131795.0
2378,Himachal Pradesh,2009,Female,No Education,22,73309.0
2379,Himachal Pradesh,2009,Female,Primary (Upto Class-5),29,405721.0
2380,Himachal Pradesh,2009,Male,Diploma/Certificate,7,400.0
2381,Himachal Pradesh,2009,Male,Graduate And Above,23,30615.0
2382,Himachal Pradesh,2009,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),65,90851.0
2383,Himachal Pradesh,2009,Male,Matriculate/Secondary (Upto Class-10),138,129010.0
2384,Himachal Pradesh,2009,Male,Middle (Upto Class-8),71,149629.0
2385,Himachal Pradesh,2009,Male,No Education,28,78950.0
2386,Himachal Pradesh,2009,Male,Primary (Upto Class-5),34,460762.0
2387,Himachal Pradesh,2010,Female,Diploma/Certificate,6,273.0
2388,Himachal Pradesh,2010,Female,Graduate And Above,6,32899.0
2389,Himachal Pradesh,2010,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),30,86578.0
2390,Himachal Pradesh,2010,Female,Matriculate/Secondary (Upto Class-10),60,113741.0
2391,Himachal Pradesh,2010,Female,Middle (Upto Class-8),36,133480.0
2392,Himachal Pradesh,2010,Female,No Education,27,74936.0
2393,Himachal Pradesh,2010,Female,Primary (Upto Class-5),29,396871.0
2394,Himachal Pradesh,2010,Male,Diploma/Certificate,15,432.0
2395,Himachal Pradesh,2010,Male,Graduate And Above,9,32090.0
2396,Himachal Pradesh,2010,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),51,94440.0
2397,Himachal Pradesh,2010,Male,Matriculate/Secondary (Upto Class-10),126,132641.0
2398,Himachal Pradesh,2010,Male,Middle (Upto Class-8),59,151246.0
2399,Himachal Pradesh,2010,Male,No Education,39,80685.0
2400,Himachal Pradesh,2010,Male,Primary (Upto Class-5),45,452695.0
2401,Himachal Pradesh,2011,Female,Diploma/Certificate,1,283.0
2402,Himachal Pradesh,2011,Female,Graduate And Above,7,35183.0
2403,Himachal Pradesh,2011,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),30,90877.0
2404,Himachal Pradesh,2011,Female,Matriculate/Secondary (Upto Class-10),62,117678.0
2405,Himachal Pradesh,2011,Female,Middle (Upto Class-8),36,135157.0
2406,Himachal Pradesh,2011,Female,No Education,12,76558.0
2407,Himachal Pradesh,2011,Female,Primary (Upto Class-5),25,388006.0
2408,Himachal Pradesh,2011,Male,Diploma/Certificate,7,456.0
2409,Himachal Pradesh,2011,Male,Graduate And Above,23,33559.0
2410,Himachal Pradesh,2011,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),35,98028.0
2411,Himachal Pradesh,2011,Male,Matriculate/Secondary (Upto Class-10),95,136266.0
2412,Himachal Pradesh,2011,Male,Middle (Upto Class-8),43,152858.0
2413,Himachal Pradesh,2011,Male,No Education,37,82420.0
2414,Himachal Pradesh,2011,Male,Primary (Upto Class-5),26,444622.0
2415,Himachal Pradesh,2012,Female,Diploma/Certificate,3,296.0
2416,Himachal Pradesh,2012,Female,Graduate And Above,7,37467.0
2417,Himachal Pradesh,2012,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),27,95183.0
2418,Himachal Pradesh,2012,Female,Matriculate/Secondary (Upto Class-10),55,121615.0
2419,Himachal Pradesh,2012,Female,Middle (Upto Class-8),30,136842.0
2420,Himachal Pradesh,2012,Female,No Education,21,78185.0
2421,Himachal Pradesh,2012,Female,Primary (Upto Class-5),27,379156.0
2422,Himachal Pradesh,2012,Male,Diploma/Certificate,8,488.0
2423,Himachal Pradesh,2012,Male,Graduate And Above,11,35034.0
2424,Himachal Pradesh,2012,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),50,101617.0
2425,Himachal Pradesh,2012,Male,Matriculate/Secondary (Upto Class-10),125,139897.0
2426,Himachal Pradesh,2012,Male,Middle (Upto Class-8),58,154475.0
2427,Himachal Pradesh,2012,Male,No Education,48,84155.0
2428,Himachal Pradesh,2012,Male,Primary (Upto Class-5),46,436555.0
2429,Himachal Pradesh,2013,Female,Diploma/Certificate,3,309.0
2430,Himachal Pradesh,2013,Female,Graduate And Above,14,39751.0
2431,Himachal Pradesh,2013,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),26,99489.0
2432,Himachal Pradesh,2013,Female,Matriculate/Secondary (Upto Class-10),60,125552.0
2433,Himachal Pradesh,2013,Female,Middle (Upto Class-8),32,138527.0
2434,Himachal Pradesh,2013,Female,No Education,16,79812.0
2435,Himachal Pradesh,2013,Female,Primary (Upto Class-5),35,370306.0
2436,Himachal Pradesh,2013,Male,Diploma/Certificate,19,520.0
2437,Himachal Pradesh,2013,Male,Graduate And Above,24,36509.0
2438,Himachal Pradesh,2013,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),44,105206.0
2439,Himachal Pradesh,2013,Male,Matriculate/Secondary (Upto Class-10),116,143528.0
2440,Himachal Pradesh,2013,Male,Middle (Upto Class-8),57,156092.0
2441,Himachal Pradesh,2013,Male,No Education,42,85890.0
2442,Himachal Pradesh,2013,Male,Primary (Upto Class-5),58,428488.0
2443,Himachal Pradesh,2014,Female,Graduate And Above,11,42035.0
2444,Himachal Pradesh,2014,Female,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),35,103795.0
2445,Himachal Pradesh,2014,Female,Matriculate/Secondary (Upto Class-10),85,129489.0
2446,Himachal Pradesh,2014,Female,Middle (Upto Class-8),47,140212.0
2447,Himachal Pradesh,2014,Female,No Education,30,81439.0
2448,Himachal Pradesh,2014,Female,Primary (Upto Class-5),35,361456.0
2449,Himachal Pradesh,2014,Female,Status Not Known,5,8471.0
2450,Himachal Pradesh,2014,Male,Diploma/Certificate,1,552.0
2451,Himachal Pradesh,2014,Male,Graduate And Above,28,37984.0
2452,Himachal Pradesh,2014,Male,Higher Secondary/ Intermediate/ Pre-University (Upto Class-12),46,108795.0
2453,Himachal Pradesh,2014,Male,Matriculate/Secondary (Upto Class-10),125,147159.0
2454,Himachal Pradesh,2014,Male,Middle (Upto Class-8),77,157709.0
